Id,Name,Position,Team,ProjPts,ProjOwn
40058758,Trent Taylor,WR,49ers,0.00,0.00
40058504,Joe Mixon,RB,Texans,0.00,0.00
40058566,Tee Higgins,WR,Bengals,12.50,3.40
40058218,Brandon Allen,QB,Titans,0.00,0.00
40058486,Samaje Perine,RB,Bengals,7.20,0.00
40058534,Ja'Marr Chase,WR,Bengals,16.50,7.50
40058230,Joshua Dobbs,QB,Patriots,0.00,0.00
40058986,David Bell,WR,Browns,0.00,0.00
40058296,Nick Chubb,RB,Texans,11.40,1.60
40059030,David Njoku,TE,Browns,9.80,1.80
40058200,Jacoby Brissett,QB,Cardinals,0.00,0.00
40058324,Jerome Ford,RB,Browns,9.10,0.30
40059266,Harrison Bryant,TE,Texans,4.50,0.00
40058748,Demarcus Robinson,WR,49ers,0.00,0.00
40058276,J.K. Dobbins,RB,Broncos,12.40,1.30
40058870,James Proche II,WR,Titans,0.00,0.00
40058784,Devin Duvernay,WR,Bears,0.00,0.00
40059238,Josh Oliver,TE,Vikings,4.30,0.10
40058568,George Pickens,WR,Cowboys,14.10,10.20
40059066,Pat Freiermuth,TE,Steelers,6.50,1.20
40058300,Najee Harris,RB,Chargers,9.50,0.40
40059232,Connor Heyward,TE,Steelers,4.20,0.00
40058284,Jaylen Warren,RB,Steelers,15.20,9.80
40058226,Mason Rudolph,QB,Steelers,0.00,0.00
40058792,Miles Boykin,WR,Bears,0.00,0.00
40058183,Kenny Pickett,QB,Raiders,1.70,0.00
40058756,Russell Gage Jr.,WR,49ers,4.30,0.00
40058302,Rachaad White,RB,Buccaneers,9.90,0.40
40058922,Scotty Miller,WR,Steelers,4.00,0.00
40058580,Chris Godwin Jr.,WR,Buccaneers,0.00,0.00
40058546,Mike Evans,WR,Buccaneers,15.30,9.20
40059050,Cade Otton,TE,Buccaneers,7.30,1.30
40059204,Ko Kieft,TE,Buccaneers,4.00,0.00
40059036,Kyle Pitts Sr.,TE,Falcons,10.50,3.10
40058564,Drake London,WR,Falcons,16.80,11.60
40058738,KhaDarel Hodge,WR,Falcons,3.90,0.00
40059300,Feleipe Franks,TE,Falcons,0.00,0.00
40058211,Marcus Mariota,QB,Commanders,15.50,9.10
40058684,Olamide Zaccheaus,WR,Bears,8.30,1.00
40058320,Tyler Allgeier,RB,Falcons,10.50,0.40
40058156,Baker Mayfield,QB,Buccaneers,21.60,2.50
40058266,Chuba Hubbard,RB,Panthers,13.10,3.80
40058904,Terrace Marshall,WR,Eagles,0.00,0.00
40059288,Tommy Tremble,TE,Panthers,4.60,0.00
40058586,DJ Moore,WR,Bears,14.00,12.00
40059182,Ian Thomas,TE,Raiders,4.50,0.00
40058244,Christian McCaffrey,RB,49ers,23.40,28.20
40059034,Juwan Johnson,TE,Saints,11.20,9.00
40058594,Chris Olave,WR,Saints,11.70,7.50
40059144,Taysom Hill,TE,Saints,0.00,0.00
40059092,Adam Trautman,TE,Broncos,4.60,0.50
40059242,Nick Vannett,TE,Vikings,0.00,0.00
40058193,Andy Dalton,QB,Panthers,0.00,0.00
40058264,Alvin Kamara,RB,Saints,15.60,6.40
40059106,George Kittle,TE,49ers,0.00,0.00
40058600,Jauan Jennings,WR,49ers,10.80,2.40
40058192,Jimmy Garoppolo,QB,Rams,3.40,0.00
40059296,Charlie Woerner,TE,Falcons,4.80,0.00
40058560,Deebo Samuel,WR,Commanders,14.20,4.90
40058184,Trey Lance,QB,Chargers,0.00,0.00
40058754,Malik Turner,WR,49ers,3.30,0.00
40058288,Jordan Mason,RB,Vikings,14.90,31.60
40058750,Brandon Aiyuk,WR,49ers,0.00,0.00
40058161,Brock Purdy,QB,49ers,2.90,0.00
40058646,Ray-Ray McCloud III,WR,Falcons,7.80,0.20
40058260,James Conner,RB,Cardinals,13.60,2.90
40058714,Greg Dortch,WR,Cardinals,4.60,0.00
40058770,Andre Baccellia,WR,Cardinals,0.00,0.00
40059022,Trey McBride,TE,Cardinals,16.00,19.40
40058942,Rondale Moore,WR,Vikings,0.00,0.00
40058160,Kyler Murray,QB,Cardinals,17.90,3.90
40059028,Zach Ertz,TE,Commanders,11.20,4.00
40059078,Tyler Higbee,TE,Rams,5.30,0.40
40058602,Cooper Kupp,WR,Seahawks,10.30,2.10
40058702,Ben Skowronek,WR,Steelers,4.30,0.00
40058708,Tutu Atwell,WR,Rams,5.40,0.00
40058728,Van Jefferson,WR,Titans,4.40,0.00
40058164,Matthew Stafford,QB,Rams,14.10,1.40
40059224,Colby Parkinson,TE,Rams,4.30,0.00
40058274,Kenneth Walker III,RB,Seahawks,16.40,38.50
40058796,Dareke Young,WR,Seahawks,3.40,0.00
40059080,Will Dissly,TE,Chargers,4.20,0.00
40058520,DeeJay Dallas,RB,Panthers,0.00,0.00
40058386,Travis Homer,RB,Bears,0.00,0.00
40058574,DK Metcalf,WR,Steelers,14.90,6.60
40058205,Drew Lock,QB,Seahawks,0.00,0.00
40059068,Noah Fant,TE,Bengals,5.80,0.20
40058174,Geno Smith,QB,Raiders,15.90,2.90
40058662,Tyler Lockett,WR,Titans,5.30,0.10
40058626,Dyami Brown,WR,Jaguars,9.30,0.70
40059170,John Bates,TE,Commanders,0.00,0.00
40058223,Sam Howell,QB,Eagles,0.00,0.00
40058572,Terry McLaurin,WR,Commanders,13.20,3.90
40058322,Antonio Gibson,RB,Patriots,7.20,0.00
40058696,Jahan Dotson,WR,Eagles,5.80,0.00
40058194,Carson Wentz,QB,Vikings,15.60,7.50
40058644,KaVontae Turpin,WR,Cowboys,7.90,0.70
40058884,Dennis Houston,WR,Buccaneers,0.00,0.00
40058278,Tony Pollard,RB,Titans,14.80,11.40
40058740,Noah Brown,WR,Commanders,3.50,0.00
40058766,Simi Fehoko,WR,Cardinals,0.00,0.00
40058162,Dak Prescott,QB,Cowboys,25.20,9.90
40059056,Dalton Schultz,TE,Texans,7.20,2.20
40058536,CeeDee Lamb,WR,Cowboys,21.50,21.70
40058318,Rico Dowdle,RB,Panthers,8.70,0.20
40058710,Jalen Tolbert,WR,Cowboys,6.60,0.40
40059032,Jake Ferguson,TE,Cowboys,13.00,13.60
40059140,Jack Stoll,TE,Saints,4.20,0.00
40058590,DeVonta Smith,WR,Eagles,12.60,3.20
40058155,Jalen Hurts,QB,Eagles,22.60,4.70
40058552,A.J. Brown,WR,Eagles,15.50,6.50
40058464,Trey Sermon,RB,Steelers,3.90,0.00
40058328,Kenneth Gainwell,RB,Steelers,10.40,0.50
40059042,Dallas Goedert,TE,Eagles,9.70,3.10
40058332,Miles Sanders,RB,Cowboys,8.70,0.00
40059088,Grant Calcaterra,TE,Eagles,4.60,0.10
40058169,Daniel Jones,QB,Colts,21.10,6.80
40058666,Sterling Shepard,WR,Buccaneers,7.50,0.70
40059252,Tanner Hudson,TE,Bengals,4.30,0.00
40058181,Tyrod Taylor,QB,Jets,13.50,1.20
40058492,Gary Brightwell,RB,Bengals,0.00,0.00
40059010,David Sills V,WR,Falcons,0.00,0.00
40058248,Saquon Barkley,RB,Eagles,17.70,11.90
40059074,Cole Kmet,TE,Bears,6.00,1.70
40058406,Velus Jones Jr.,RB,Saints,2.70,0.00
40058620,Darnell Mooney,WR,Falcons,9.90,1.20
40058172,Justin Fields,QB,Jets,0.00,0.00
40058220,Trevor Siemian,QB,Titans,0.00,0.00
40058672,Josh Reynolds,WR,Jets,0.00,0.00
40059038,T.J. Hockenson,TE,Vikings,10.60,4.20
40058282,D'Andre Swift,RB,Bears,12.60,6.60
40059292,James Mitchell,TE,Panthers,0.00,0.00
40058173,Aaron Rodgers,QB,Steelers,14.60,1.50
40058292,Aaron Jones Sr.,RB,Vikings,0.00,0.00
40058976,Christian Watson,WR,Packers,0.00,0.00
40058610,Romeo Doubs,WR,Packers,10.30,1.50
40058690,Allen Lazard,WR,Jets,4.40,0.10
40059118,Josiah Deguara,TE,Cardinals,0.00,0.00
40058528,A.J. Dillon,RB,Eagles,6.20,0.00
40058158,Jordan Love,QB,Packers,17.30,0.90
40058628,Adam Thielen,WR,Vikings,8.60,0.40
40058652,Jalen Nailor,WR,Vikings,7.90,1.00
40058540,Justin Jefferson,WR,Vikings,16.50,10.90
40058450,Kene Nwangwu,RB,Jets,0.00,0.00
40059260,Johnny Mundt,TE,Jaguars,4.30,0.00
40058234,Nick Mullens,QB,Jaguars,0.00,0.00
40058480,Ty Chandler,RB,Vikings,0.00,0.00
40058185,Kirk Cousins,QB,Falcons,2.60,0.00
40059270,Irv Smith Jr.,TE,Texans,0.00,0.00
40058956,Tim Patrick,WR,Jaguars,4.50,0.00
40058212,Josh Johnson,QB,Commanders,0.00,0.00
40059214,Stone Smartt,TE,Jets,4.20,0.00
40058834,Michael Bandy,WR,Broncos,0.00,0.00
40058370,Sincere McCormick,RB,49ers,3.90,0.00
40058376,Zonovan Knight,RB,Cardinals,0.00,0.00
40058890,Irvin Charles,WR,Jets,0.00,0.00
40058858,Laquon Treadwell,WR,Colts,0.00,0.00
40059190,Drew Ogletree,TE,Colts,3.90,0.00
40059134,Nikola Kalinic,TE,Bears,0.00,0.00
40058814,Kevin Austin Jr.,WR,Saints,0.00,0.00
40059298,Teagan Quitoriano,TE,Falcons,4.00,0.00
40058898,John Metchie III,WR,Eagles,4.10,0.00
40059202,Thomas Odukoya,TE,Titans,0.00,0.00
40058868,Mason Kinsey,WR,Titans,0.00,0.00
40058229,Logan Woodside,QB,Steelers,0.00,0.00
40058167,Jake Browning,QB,Bengals,14.80,1.90
40058239,Deshaun Watson,QB,Browns,0.00,0.00
40058526,Tyler Badie,RB,Broncos,7.70,0.00
40058336,Jeremy McNichols,RB,Commanders,7.50,0.20
40058640,Calvin Austin III,WR,Steelers,8.90,1.10
40058800,Cody White,WR,Seahawks,0.00,0.00
40059156,Tucker Fisk,TE,Chargers,0.00,0.00
40058596,Calvin Ridley,WR,Titans,11.20,4.00
40059276,John FitzPatrick,TE,Packers,4.40,0.00
40058176,Sam Darnold,QB,Seahawks,15.10,3.30
40059162,Lucas Krull,TE,Broncos,4.70,0.20
40058616,Rashid Shaheed,WR,Saints,9.70,1.30
40058262,Kyren Williams,RB,Rams,13.20,2.40
40058462,Ronnie Rivers,RB,Rams,0.00,0.00
40058960,Austin Trammell,WR,Jaguars,0.00,0.00
40058314,Brian Robinson Jr.,RB,49ers,9.20,0.20
40059196,Sean McKeon,TE,Colts,0.00,0.00
40058203,Will Grier,QB,Cowboys,0.00,0.00
40058384,Malik Davis,RB,Cowboys,0.00,0.00
40058896,Brandon Smith,WR,Jets,0.00,0.00
40059176,Tyree Jackson,TE,Commanders,0.00,0.00
40058906,Britain Covey,WR,Eagles,0.00,0.00
40058996,David Moore,WR,Panthers,4.00,0.00
40058428,Tyler Goodson,RB,Colts,4.00,0.00
40058368,Patrick Taylor Jr.,RB,49ers,0.00,0.00
40058768,Trishton Jackson,WR,Cardinals,0.00,0.00
40058454,Andrew Beck,RB,Jets,0.00,0.00
40058420,Michael Burton,RB,Broncos,0.00,0.00
40059274,Jakob Johnson,TE,Texans,3.70,0.00
40058416,Adam Prentice,RB,Broncos,3.80,0.00
40058372,Kyle Juszczyk,RB,49ers,4.50,0.00
40059076,Jake Tonges,TE,49ers,6.10,2.10
40058484,C.J. Ham,RB,Vikings,4.40,0.00
40058790,Maurice Alexander,WR,Bears,0.00,0.00
40059178,Tyler Ott,TE,Commanders,0.00,0.00
40059150,Zach Wood,TE,Saints,0.00,0.00
40059248,Andrew DePaola,TE,Vikings,0.00,0.00
40058990,Kaden Davis,WR,Browns,0.00,0.00
40059164,Mitchell Fraboni,TE,Broncos,0.00,0.00
40058848,Alex Bachman,WR,Raiders,0.00,0.00
40059132,Stephen Carlson,TE,Bears,0.00,0.00
40059016,Chris Blair,WR,Falcons,0.00,0.00
40058854,D.J. Montgomery,WR,Colts,0.00,0.00
40058622,Cedric Tillman,WR,Browns,10.00,0.80
40058794,Jake Bobo,WR,Seahawks,4.80,0.00
40059278,Ben Sims,TE,Packers,0.00,0.00
40058482,Xazavian Valladay,RB,Vikings,3.90,0.00
40058832,Thayer Thomas,WR,Broncos,0.00,0.00
40058168,C.J. Stroud,QB,Texans,15.90,2.10
40058548,Jaxon Smith-Njigba,WR,Seahawks,17.50,22.50
40058940,Jordan Addison,WR,Vikings,0.00,0.00
40058674,Xavier Hutchinson,WR,Texans,7.30,0.10
40058618,Kayshon Boutte,WR,Patriots,9.80,1.00
40058972,Jared Wayne,WR,Texans,0.00,0.00
40058636,DeMario Douglas,WR,Patriots,8.50,0.30
40058394,Kenny McIntosh,RB,Seahawks,0.00,0.00
40058312,Zach Charbonnet,RB,Seahawks,4.00,0.00
40058946,Lucky Jackson,WR,Vikings,0.00,0.00
40058968,Tank Dell,WR,Texans,0.00,0.00
40058734,Jayden Reed,WR,Packers,0.00,0.00
40058189,Anthony Richardson Sr.,QB,Colts,4.30,0.00
40058532,Kendre Miller,RB,Saints,7.00,0.00
40058358,Jaleel McLaughlin,RB,Broncos,4.10,0.00
40059160,Nate Adkins,TE,Broncos,4.00,0.00
40058650,Marvin Mims Jr.,WR,Broncos,8.10,0.70
40058824,Derius Davis,WR,Chargers,4.20,0.00
40058584,Quentin Johnston,WR,Chargers,10.60,2.50
40058470,Deneric Prince,RB,Patriots,0.00,0.00
40059072,Michael Mayer,TE,Raiders,4.80,0.20
40058214,Aidan O'Connell,QB,Raiders,0.00,0.00
40058680,Tre Tucker,WR,Raiders,7.90,1.30
40059018,Justin Shorter,WR,Raiders,0.00,0.00
40058440,Jordan Mims,RB,Titans,4.30,0.00
40058508,Chris Brooks,RB,Packers,7.10,0.00
40059114,Elijah Higgins,TE,Cardinals,4.50,0.00
40059222,E.J. Jenkins,TE,Eagles,0.00,0.00
40058478,Zavier Scott,RB,Vikings,3.40,0.10
40059192,Will Mallory,TE,Colts,4.20,0.00
40058624,Josh Downs,WR,Colts,10.00,0.90
40058344,Tank Bigsby,RB,Eagles,4.50,0.00
40059052,Brenton Strange,TE,Jaguars,9.00,1.70
40058668,Parker Washington,WR,Jaguars,6.90,0.00
40058219,Will Levis,QB,Titans,0.00,0.00
40059280,Josh Whyle,TE,Packers,0.00,0.00
40058442,Tyjae Spears,RB,Titans,0.00,0.00
40058694,Andrei Iosivas,WR,Bengals,6.90,0.10
40058846,Shedrick Jackson,WR,Raiders,0.00,0.00
40058950,Charlie Jones,WR,Bengals,3.40,0.00
40058256,Chase Brown,RB,Bengals,15.10,6.90
40059116,Travis Vokolek,TE,Cardinals,4.10,0.00
40059228,Darnell Washington,TE,Steelers,4.50,0.00
40058924,Rakim Jarrett,WR,Steelers,0.00,0.00
40059208,Tanner Taula,TE,Buccaneers,0.00,0.00
40058444,Sean Tucker,RB,Buccaneers,4.70,0.00
40058808,Trey Palmer,WR,Saints,0.00,0.00
40059086,Payne Durham,TE,Buccaneers,4.10,0.00
40058874,Ryan Miller,WR,Buccaneers,4.50,0.00
40058524,Carlos Washington Jr.,RB,Falcons,0.00,0.00
40058246,Bijan Robinson,RB,Falcons,23.40,21.80
40058178,Bryce Young,QB,Panthers,14.30,1.60
40058776,Jonathan Mingo,WR,Cowboys,0.00,0.00
40058195,Jake Haener,QB,Saints,0.00,0.00
40058836,A.T. Perry,WR,Broncos,0.00,0.00
40059220,Cameron Latu,TE,Eagles,0.00,0.00
40059108,Brayden Willis,TE,49ers,4.00,0.00
40058374,Emari Demercado,RB,Cardinals,4.00,0.00
40059282,Blake Whiteheart,TE,Browns,3.90,0.00
40058238,Clayton Tune,QB,Packers,0.00,0.00
40058676,Michael Wilson,WR,Cardinals,7.70,0.70
40059096,Davis Allen,TE,Rams,4.30,0.00
40058538,Puka Nacua,WR,Rams,19.90,16.90
40058914,Xavier Smith,WR,Rams,3.60,0.00
40058225,Stetson Bennett IV,QB,Rams,0.00,0.00
40058724,Mitchell Tinsley,WR,Bengals,4.10,0.00
40058994,Brycen Tremayne,WR,Panthers,5.00,0.00
40058352,Chris Rodriguez Jr.,RB,Commanders,6.50,0.00
40059120,Luke Schoonmaker,TE,Cowboys,4.70,0.10
40059128,Princeton Fant,TE,Cowboys,0.00,0.00
40058382,Hunter Luepke,RB,Cowboys,4.60,0.00
40058778,Jalen Brooks,WR,Cowboys,0.00,0.00
40059124,John Stephens Jr.,TE,Cowboys,0.00,0.00
40058782,Jalen Cropper,WR,Cowboys,0.00,0.00
40058418,Deuce Vaughn,RB,Broncos,0.00,0.00
40058196,Tanner McKee,QB,Eagles,0.00,0.00
40058402,Brady Russell,RB,Seahawks,0.00,0.00
40058231,Tommy DeVito,QB,Patriots,0.00,0.00
40058860,Tyler Scott,WR,Colts,0.00,0.00
40058197,Tyson Bagent,QB,Bears,0.00,0.00
40058362,Roschon Johnson,RB,Bears,5.10,0.00
40058241,Hendon Hooker,QB,Panthers,0.00,0.00
40059012,Dylan Drummond,WR,Falcons,0.00,0.00
40058198,Adrian Martinez,QB,49ers,0.00,0.00
40058530,Emanuel Wilson,RB,Packers,4.90,0.00
40059024,Tucker Kraft,TE,Packers,11.30,1.40
40058466,Lew Nichols,RB,Steelers,0.00,0.00
40059090,Luke Musgrave,TE,Packers,5.00,0.40
40058716,Malik Heath,WR,Packers,5.30,0.00
40058658,Dontayvion Wicks,WR,Packers,9.50,1.90
40059166,Patrick Murtagh,TE,Broncos,0.00,0.00
40058458,Ben VanSumeren,RB,Eagles,0.00,0.00
40059210,Evan Deckers,TE,Buccaneers,0.00,0.00
40058412,Scott Matlock,RB,Chargers,0.00,0.00
40059158,Thomas Yassmin,TE,Chargers,0.00,0.00
40058201,Kedon Slovis,QB,Cardinals,0.00,0.00
40058958,Joshua Cephus,WR,Jaguars,0.00,0.00
40058502,British Brooks,RB,Texans,0.00,0.00
40058864,Bryce Oliver,WR,Titans,4.10,0.00
40059254,Cam Grandy,TE,Bengals,0.00,0.00
40059152,Treyton Welch,TE,Saints,0.00,0.00
40058242,Emory Jones,QB,Falcons,0.00,0.00
40058426,Chris Collier,RB,Raiders,0.00,0.00
40058876,Kameron Johnson,WR,Buccaneers,3.20,0.00
40058828,JaQuae Jackson,WR,Chargers,0.00,0.00
40059002,Jalen Coker,WR,Panthers,0.00,0.00
40058806,Mason Tipton,WR,Saints,3.40,0.00
40058496,Cody Schrader,RB,Jaguars,0.00,0.00
40059148,Mason Pline,TE,Saints,0.00,0.00
40058764,Xavier Weaver,WR,Cardinals,3.30,0.00
40058476,Jack Westover,RB,Patriots,3.50,0.00
40058392,George Holani,RB,Seahawks,5.90,0.20
40058213,Sam Hartman,QB,Commanders,0.00,0.00
40059174,Colson Yankoff,TE,Commanders,4.10,0.00
40059122,Brevyn Spann-Ford,TE,Cowboys,4.60,0.00
40058490,Kendall Milton,RB,Bengals,0.00,0.00
40058888,Isaiah Williams,WR,Jets,2.90,0.00
40059110,Messiah Swinson,TE,49ers,0.00,0.00
40058944,Jeshaun Jones,WR,Vikings,0.00,0.00
40058902,Johnny Wilson,WR,Eagles,0.00,0.00
40059198,David Martin-Robinson,TE,Titans,0.00,0.00
40058456,Audric Estime,RB,Eagles,0.00,0.00
40058706,Devaughn Vele,WR,Saints,5.00,0.00
40058506,Jawhar Jordan,RB,Texans,0.00,0.00
40059102,Cade Stover,TE,Texans,0.00,0.00
40059284,Brenden Bates,TE,Texans,0.00,0.00
40058772,Tejhaun Palmer,WR,Cardinals,0.00,0.00
40059020,Brock Bowers,TE,Raiders,14.10,7.40
40058424,Dylan Laube,RB,Raiders,4.80,0.00
40058664,Xavier Legette,WR,Panthers,8.40,0.50
40058518,Jonathon Brooks,RB,Panthers,0.00,0.00
40059058,Ja'Tavion Sanders,TE,Panthers,8.70,0.70
40058179,Spencer Rattler,QB,Saints,13.70,1.20
40058812,Bub Means,WR,Saints,0.00,0.00
40058752,Jacob Cowing,WR,49ers,0.00,0.00
40058364,Isaac Guerendo,RB,49ers,3.90,0.00
40058774,Ryan Flournoy,WR,Cowboys,3.80,0.00
40058920,Roman Wilson,WR,Steelers,5.20,0.00
40058742,Jamari Thrash,WR,Browns,4.40,0.00
40058252,Bucky Irving,RB,Buccaneers,17.70,10.30
40058932,John Jiles,WR,Patriots,0.00,0.00
40058718,Luke McCaffrey,WR,Commanders,5.50,0.00
40058452,Keilan Robinson,RB,Jets,0.00,0.00
40058202,Joe Milton III,QB,Cowboys,2.50,0.00
40058163,Bo Nix,QB,Broncos,19.70,2.80
40059112,Tip Reiman,TE,Cardinals,4.20,0.00
40058414,Kimani Vidal,RB,Chargers,3.80,0.00
40058722,Casey Washington,WR,Falcons,0.00,0.00
40058342,Will Shipley,RB,Eagles,0.00,0.00
40059004,Ainias Smith,WR,Panthers,0.00,0.00
40058472,Terrell Jennings,RB,Patriots,0.00,0.00
40059206,Devin Culp,TE,Buccaneers,0.00,0.00
40058910,Jordan Whittington,WR,Rams,6.30,0.00
40058350,Blake Corum,RB,Rams,7.30,0.10
40058306,Braelon Allen,RB,Jets,8.00,0.00
40059070,AJ Barner,TE,Seahawks,5.60,0.80
40058448,Isaiah Davis,RB,Jets,6.20,0.00
40058952,Jermaine Burton,WR,Bengals,3.30,0.00
40059256,Erick All Jr.,TE,Bengals,0.00,0.00
40058852,Anthony Gould,WR,Colts,2.70,0.00
